@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
221,'2025/11/19 16:31:22:456',26,0.45182,0.145707,0,0.242119,0.15166,0.039254,0.129618,0.162588,0.01138,0.105359,0.145318,-0.007997,0.110046,0.141236,-0.026011,0.149909,0.139449,-0.036917,-0.431964,-0.095263,0
222,'2025/11/19 16:31:22:531',26,0.440617,0.168028,0,0.214073,0.149288,0.040138,0.060627,0.118454,-0.014548,0.028524,0.104352,-0.040264,0.038604,0.108988,-0.058852,0.103753,0.13286,-0.077895,-0.431964,-0.095263,0
223,'2025/11/19 16:31:24:615',27,0.945114,0.076433,0,0.713855,0.155185,-0.000781,0.604884,0.165166,-0.076721,0.602677,0.144111,-0.080364,0.642058,0.133113,-0.08454,0.713712,0.127514,-0.091781,-0.431964,-0.095263,0
224,'2025/11/19 16:31:24:692',27,0.944434,0.074527,0,0.71362,0.150557,-0.000511,0.604586,0.16533,-0.072946,0.600975,0.142714,-0.077393,0.639048,0.1306,-0.080761,0.711553,0.126329,-0.088802,-0.431964,-0.095263,0
225,'2025/11/19 16:31:24:756',27,0.94305,0.078709,0,0.711386,0.152908,-0.00349,0.603854,0.166332,-0.074205,0.599836,0.144444,-0.077843,0.638193,0.130394,-0.080134,0.709869,0.126238,-0.08741,-0.431964,-0.095263,0
226,'2025/11/19 16:31:24:823',27,0.944324,0.074377,0,0.717,0.154246,-0.003323,0.604713,0.169205,-0.081378,0.601875,0.149657,-0.085946,0.640171,0.136079,-0.088006,0.711646,0.130443,-0.094769,-0.431964,-0.095263,0
227,'2025/11/19 16:31:26:432',28,0.907444,0.447562,0,0.676513,0.430119,-0.013938,0.599505,0.490437,-0.052251,0.590736,0.487931,-0.0762,0.61429,0.497737,-0.084908,0.680398,0.519284,-0.103181,-0.431964,-0.095263,0
228,'2025/11/19 16:31:26:497',28,0.910338,0.445979,0,0.678524,0.431579,-0.017242,0.600389,0.488623,-0.052817,0.591724,0.487329,-0.075609,0.615721,0.498197,-0.084019,0.683839,0.516878,-0.099503,-0.431964,-0.095263,0
229,'2025/11/19 16:31:26:571',28,0.910586,0.444079,0,0.678187,0.427606,-0.011274,0.60036,0.486019,-0.050108,0.590423,0.484921,-0.075675,0.612046,0.49442,-0.086959,0.680247,0.513733,-0.10503,-0.431964,-0.095263,0
230,'2025/11/19 16:31:31:242',29,0.554349,0.524188,0,0.311375,0.544394,0.020058,0.184249,0.508901,-0.012697,0.149197,0.49892,-0.033369,0.165863,0.496442,-0.046912,0.222509,0.514115,-0.055156,-0.431964,-0.095263,0
231,'2025/11/19 16:31:31:369',29,0.552374,0.526724,0,0.315205,0.545262,0.021663,0.182235,0.504781,-0.015449,0.147464,0.493196,-0.039666,0.165259,0.49211,-0.055606,0.223838,0.513312,-0.066954,-0.431964,-0.095263,0
232,'2025/11/19 16:31:33:513',30,0.498355,0.848182,0,0.28993,0.851524,0.047883,0.109257,0.845827,-0.004372,0.079812,0.82874,-0.037292,0.08521,0.834399,-0.062977,0.141655,0.869764,-0.086918,-0.431964,-0.095263,0
233,'2025/11/19 16:31:33:581',30,0.499761,0.847708,0,0.301098,0.849671,0.068878,0.107989,0.842707,0.009124,0.078211,0.825287,-0.028416,0.083599,0.828811,-0.063678,0.140816,0.868205,-0.096676,-0.431964,-0.095263,0
234,'2025/11/19 16:31:33:644',30,0.497621,0.848389,0,0.302498,0.859225,0.043462,0.108161,0.848871,-0.004232,0.079447,0.831279,-0.035754,0.083007,0.833401,-0.062186,0.139134,0.868976,-0.086664,-0.431964,-0.095263,0
235,'2025/11/19 16:31:33:719',30,0.498563,0.849102,0,0.301162,0.852787,0.080028,0.109943,0.849547,0.023048,0.079284,0.831235,-0.016849,0.083027,0.834374,-0.053887,0.138586,0.872118,-0.088155,-0.431964,-0.095263,0
236,'2025/11/19 16:31:35:852',31,0.945693,0.83441,0,0.716419,0.831551,0.065562,0.574496,0.848598,-0.002882,0.54664,0.835712,-0.04215,0.565251,0.840027,-0.071198,0.635512,0.84885,-0.106402,-0.431964,-0.095263,0
237,'2025/11/19 16:31:35:920',31,0.942429,0.8355,0,0.710962,0.844578,0.066959,0.572407,0.850175,-0.001447,0.544318,0.837963,-0.041515,0.563265,0.839327,-0.072862,0.635266,0.849361,-0.111004,-0.431964,-0.095263,0
238,'2025/11/19 16:31:35:989',31,0.942294,0.835819,0,0.709399,0.854388,0.056972,0.573856,0.850001,-0.00795,0.543691,0.837793,-0.042927,0.563656,0.83974,-0.072056,0.635001,0.849976,-0.103658,-0.431964,-0.095263,0
239,'2025/11/19 16:31:55:977',32,0.786446,0.491071,0.000001,0.999423,0.724619,-0.055004,0.862796,0.972881,-0.05465,0.80896,1.002171,-0.057433,0.756257,0.960488,-0.054802,0.707854,0.914118,-0.052424,0,-0.002628,0.009284
240,'2025/11/19 16:31:56:046',32,0.787368,0.489421,0.000001,1.000318,0.726557,-0.05595,0.862803,0.973224,-0.053944,0.808553,1.001907,-0.057554,0.75496,0.956744,-0.055799,0.707471,0.914768,-0.054446,0,-0.002628,0.009284
241,'2025/11/19 16:31:56:110',32,0.787235,0.489273,0.000001,1.001312,0.727698,-0.05761,0.862965,0.973805,-0.05536,0.809161,1.009265,-0.058911,0.757356,0.957526,-0.05626,0.706184,0.916442,-0.05381,0,-0.002628,0.009284
242,'2025/11/19 16:31:56:175',32,0.787241,0.487794,0.000001,1.001224,0.724056,-0.056108,0.863227,0.971103,-0.056158,0.806992,1.010143,-0.060396,0.755053,0.956223,-0.057419,0.707543,0.911912,-0.054846,0,-0.002628,0.009284
243,'2025/11/19 16:31:56:251',32,0.786759,0.478995,0.000001,1.000456,0.71511,-0.054196,0.866396,0.967301,-0.059504,0.809535,1.008112,-0.064813,0.758164,0.952173,-0.062689,0.710195,0.909471,-0.059858,0,-0.002628,0.009284
244,'2025/11/19 16:31:56:319',32,0.786235,0.452062,0,1.003532,0.702658,-0.050586,0.865954,0.950372,-0.056785,0.814169,0.975611,-0.059693,0.757759,0.937054,-0.060663,0.711236,0.893963,-0.059795,0,-0.002628,0.009284
245,'2025/11/19 16:31:56:388',32,0.781585,0.420234,0,1.000541,0.664402,-0.048394,0.86592,0.917064,-0.055482,0.81122,0.942541,-0.061907,0.758813,0.906987,-0.061346,0.710515,0.860141,-0.060122,0,-0.002628,0.009284
246,'2025/11/19 16:31:56:454',32,0.782892,0.363106,0,0.999065,0.616237,-0.051348,0.864156,0.863877,-0.061414,0.81254,0.892337,-0.069396,0.761326,0.86228,-0.070972,0.708315,0.811737,-0.070209,0,-0.002628,0.009284
247,'2025/11/19 16:31:56:519',32,0.777033,0.307825,0,0.988169,0.545637,-0.045655,0.85708,0.800224,-0.061247,0.80525,0.830835,-0.070724,0.752002,0.799388,-0.070469,0.697891,0.742645,-0.065884,0,-0.002628,0.009284
248,'2025/11/19 16:31:56:584',32,0.769011,0.257008,0,0.981342,0.496754,-0.037107,0.845749,0.742237,-0.05076,0.794526,0.771577,-0.066763,0.743199,0.739644,-0.062862,0.69707,0.684016,-0.054911,0,-0.002628,0.009284
249,'2025/11/19 16:31:56:648',32,0.762758,0.217441,0,0.971645,0.442983,-0.053662,0.839615,0.68637,-0.06357,0.789588,0.716569,-0.074116,0.739646,0.684273,-0.067985,0.694689,0.637914,-0.060627,0,-0.002628,0.009284
250,'2025/11/19 16:31:56:715',32,0.762376,0.18658,0.000001,0.974134,0.40879,-0.058405,0.8428,0.650942,-0.062156,0.79248,0.681625,-0.067474,0.737872,0.644794,-0.064008,0.698953,0.602141,-0.057882,0,-0.002628,0.009284
251,'2025/11/19 16:31:56:783',32,0.762445,0.167544,0,0.974512,0.386694,-0.065304,0.843447,0.627886,-0.07439,0.793719,0.654315,-0.076377,0.739756,0.619014,-0.073301,0.700202,0.576363,-0.06767,0,-0.002628,0.009284
252,'2025/11/19 16:31:56:858',32,0.763932,0.162596,0.000001,0.97577,0.371334,-0.064198,0.845885,0.615577,-0.073263,0.796642,0.643286,-0.077141,0.746041,0.611648,-0.074478,0.704528,0.565662,-0.068824,0,-0.002628,0.009284
253,'2025/11/19 16:31:56:921',32,0.767108,0.156527,0.000001,0.976751,0.362945,-0.065593,0.849029,0.607172,-0.074924,0.800479,0.634345,-0.079133,0.750268,0.604718,-0.075839,0.707235,0.557076,-0.070305,0,-0.002628,0.009284
254,'2025/11/19 16:31:56:984',32,0.766618,0.148204,0.000001,0.975618,0.355593,-0.065343,0.849707,0.599659,-0.074906,0.801098,0.625502,-0.079778,0.75168,0.595578,-0.075816,0.708417,0.548813,-0.069669,0,-0.002628,0.009284
255,'2025/11/19 16:31:57:051',32,0.764328,0.133635,0.000001,0.972961,0.343311,-0.066102,0.848241,0.58471,-0.076725,0.799857,0.61182,-0.081356,0.748671,0.579718,-0.077724,0.705624,0.534195,-0.072185,0,-0.002628,0.009284
256,'2025/11/19 16:31:57:120',32,0.763125,0.128254,0.000001,0.972569,0.330642,-0.062416,0.847113,0.573636,-0.073628,0.798013,0.602803,-0.081118,0.748771,0.573892,-0.077986,0.704878,0.526274,-0.072221,0,-0.002628,0.009284
257,'2025/11/19 16:31:57:186',32,0.764395,0.128958,0.000001,0.97398,0.330558,-0.05968,0.847872,0.57222,-0.070024,0.797965,0.600855,-0.07641,0.748275,0.573594,-0.072992,0.705893,0.526598,-0.067145,0,-0.002628,0.009284
258,'2025/11/19 16:31:57:249',32,0.764154,0.13236,0.000001,0.973799,0.335545,-0.058716,0.848123,0.575185,-0.070693,0.797697,0.603587,-0.078273,0.747512,0.576369,-0.074236,0.704675,0.531691,-0.068181,0,-0.002628,0.009284
259,'2025/11/19 16:31:58:311',33,0.487683,0.136031,0.000001,0.684133,0.358308,-0.078945,0.554334,0.582354,-0.08032,0.505284,0.610792,-0.077348,0.455737,0.579851,-0.076772,0.411792,0.5236,-0.068877,0,-0.002628,0.009284
260,'2025/11/19 16:31:58:377',33,0.487621,0.132429,0.000001,0.68486,0.358022,-0.080148,0.554119,0.577588,-0.082797,0.505786,0.603754,-0.08145,0.456171,0.574665,-0.080507,0.411149,0.523102,-0.074221,0,-0.002628,0.009284
261,'2025/11/19 16:31:58:444',33,0.488598,0.135248,0.000001,0.684299,0.35682,-0.083422,0.555791,0.580961,-0.084929,0.504795,0.609936,-0.082403,0.454405,0.576496,-0.080452,0.410117,0.521773,-0.072651,0,-0.002628,0.009284
262,'2025/11/19 16:31:58:508',33,0.488291,0.131686,0.000001,0.681318,0.359249,-0.082105,0.54982,0.576831,-0.08264,0.502539,0.605506,-0.082105,0.452106,0.573039,-0.078805,0.408549,0.520807,-0.071624,0,-0.002628,0.009284
263,'2025/11/19 16:31:58:579',33,0.486647,0.146403,0.000001,0.680161,0.369027,-0.083846,0.552785,0.587304,-0.084069,0.503455,0.61644,-0.081132,0.450794,0.587704,-0.080598,0.407398,0.531886,-0.074055,0,-0.002628,0.009284
264,'2025/11/19 16:31:58:643',33,0.48819,0.171187,0.000001,0.679556,0.411806,-0.099626,0.543721,0.625057,-0.103533,0.499071,0.645819,-0.097762,0.449868,0.625428,-0.093588,0.405215,0.565978,-0.086574,0,-0.002628,0.009284
265,'2025/11/19 16:31:58:710',33,0.490938,0.218854,0.000001,0.673714,0.477497,-0.099104,0.5433,0.685614,-0.109522,0.492729,0.711512,-0.105605,0.442049,0.690476,-0.100173,0.40042,0.632381,-0.094919,0,-0.002628,0.009284
266,'2025/11/19 16:31:58:775',33,0.480686,0.279154,0.000001,0.666196,0.55242,-0.088021,0.531508,0.755132,-0.09399,0.483614,0.774149,-0.087397,0.432912,0.757854,-0.082497,0.391877,0.703051,-0.075236,0,-0.002628,0.009284
267,'2025/11/19 16:31:58:840',33,0.470099,0.337799,0.000001,0.661107,0.612171,-0.080944,0.526241,0.838534,-0.070067,0.477658,0.855319,-0.060459,0.424363,0.835803,-0.056063,0.384235,0.764172,-0.040676,0,-0.002628,0.009284
268,'2025/11/19 16:31:58:906',33,0.462916,0.391548,0.000001,0.650803,0.644798,-0.063792,0.523691,0.863038,-0.06389,0.465928,0.880654,-0.055326,0.414436,0.851406,-0.05188,0.371737,0.802817,-0.044891,0,-0.002628,0.009284
269,'2025/11/19 16:31:58:976',33,0.446908,0.424247,0.000001,0.646753,0.670375,-0.079644,0.512447,0.88288,-0.073433,0.458837,0.89688,-0.063782,0.408029,0.870906,-0.058813,0.361748,0.823128,-0.05222,0,-0.002628,0.009284
270,'2025/11/19 16:31:59:044',33,0.437424,0.434285,0.000001,0.64129,0.683896,-0.086676,0.502284,0.894774,-0.073749,0.449776,0.912707,-0.061147,0.402243,0.87996,-0.05752,0.356002,0.833143,-0.050871,0,-0.002628,0.009284
271,'2025/11/19 16:31:59:110',33,0.437974,0.43572,0.000001,0.640453,0.682637,-0.081964,0.499412,0.895301,-0.070169,0.447595,0.914879,-0.059352,0.399932,0.880863,-0.056321,0.35499,0.831739,-0.048722,0,-0.002628,0.009284
272,'2025/11/19 16:31:59:175',33,0.443561,0.446346,0.000001,0.647397,0.686638,-0.087119,0.508676,0.89866,-0.072754,0.457201,0.918965,-0.059319,0.408027,0.889413,-0.055367,0.359059,0.841862,-0.050161,0,-0.002628,0.009284
273,'2025/11/19 16:31:59:242',33,0.448601,0.453224,0.000001,0.654499,0.691342,-0.083056,0.516034,0.907211,-0.065634,0.463621,0.926452,-0.051668,0.41539,0.896491,-0.049917,0.365745,0.848942,-0.044824,0,-0.002628,0.009284
274,'2025/11/19 16:31:59:310',33,0.455591,0.454119,0.000001,0.661992,0.697883,-0.083208,0.522503,0.915023,-0.066919,0.472049,0.932725,-0.05425,0.421836,0.903986,-0.052208,0.373111,0.854822,-0.047103,0,-0.002628,0.009284
275,'2025/11/19 16:31:59:378',33,0.459655,0.463882,0.000001,0.669845,0.700697,-0.079121,0.532376,0.922082,-0.065285,0.483802,0.939947,-0.052857,0.432614,0.913737,-0.050559,0.381022,0.865771,-0.046291,0,-0.002628,0.009284
276,'2025/11/19 16:31:59:444',33,0.470429,0.470028,0.000001,0.682144,0.707267,-0.07666,0.544545,0.932487,-0.065301,0.49652,0.951133,-0.053755,0.447053,0.924047,-0.051745,0.392512,0.876582,-0.048286,0,-0.002628,0.009284
277,'2025/11/19 16:31:59:512',33,0.478547,0.479026,0.000001,0.693139,0.709701,-0.07955,0.557023,0.941335,-0.06695,0.511582,0.960638,-0.053785,0.459027,0.933576,-0.052939,0.404724,0.887893,-0.049319,0,-0.002628,0.009284
278,'2025/11/19 16:31:59:575',33,0.482076,0.477355,0.000001,0.695283,0.711201,-0.074195,0.561922,0.93933,-0.058615,0.514439,0.966332,-0.048877,0.462941,0.9296,-0.046954,0.410752,0.889423,-0.040707,0,-0.002628,0.009284
279,'2025/11/19 16:31:59:638',33,0.476413,0.473177,0.000001,0.691769,0.707698,-0.069725,0.557957,0.937625,-0.056586,0.509495,0.962131,-0.049537,0.460246,0.927139,-0.046875,0.408516,0.888623,-0.039946,0,-0.002628,0.009284
280,'2025/11/19 16:32:03:590',34,0.224702,0.478631,0.000001,0.398693,0.757922,-0.101909,0.264104,0.968388,-0.086099,0.217108,0.978328,-0.061723,0.169211,0.949398,-0.044616,0.117946,0.89326,-0.025722,0,-0.002628,0.009284
281,'2025/11/19 16:32:03:657',34,0.223967,0.479507,0.000001,0.398448,0.757721,-0.09816,0.264539,0.968118,-0.082728,0.219592,0.977107,-0.058176,0.17017,0.949663,-0.04097,0.117829,0.896214,-0.021286,0,-0.002628,0.009284
282,'2025/11/19 16:32:03:722',34,0.224933,0.480966,0.000001,0.399155,0.757466,-0.101721,0.266105,0.967984,-0.086261,0.220642,0.976784,-0.061889,0.170493,0.950027,-0.045445,0.1176,0.89619,-0.026784,0,-0.002628,0.009284
283,'2025/11/19 16:32:03:784',34,0.226009,0.478567,0.000001,0.399017,0.758551,-0.105592,0.265915,0.968731,-0.088305,0.22165,0.975938,-0.061637,0.170282,0.950383,-0.044815,0.117515,0.896959,-0.026103,0,-0.002628,0.009284
284,'2025/11/19 16:32:03:858',34,0.224884,0.480171,0.000001,0.399753,0.75836,-0.104692,0.266338,0.967778,-0.090053,0.220147,0.976013,-0.064274,0.16962,0.950293,-0.04722,0.118003,0.896445,-0.028662,0,-0.002628,0.009284
285,'2025/11/19 16:32:03:923',34,0.224748,0.480383,0.000001,0.399931,0.758402,-0.105109,0.265752,0.968933,-0.08849,0.220819,0.977884,-0.062801,0.170549,0.953155,-0.046132,0.117767,0.897686,-0.026571,0,-0.002628,0.009284
286,'2025/11/19 16:32:05:259',35,0.250141,0.119961,0.000001,0.356406,0.402494,-0.127362,0.19918,0.552773,-0.128884,0.154289,0.557159,-0.103175,0.111713,0.513958,-0.082455,0.081539,0.444594,-0.063639,0,-0.002628,0.009284
287,'2025/11/19 16:32:05:342',35,0.248689,0.121143,0.000001,0.354699,0.406036,-0.126507,0.195804,0.552776,-0.12913,0.151202,0.558403,-0.104167,0.109454,0.513509,-0.083139,0.077928,0.443085,-0.063634,0,-0.002628,0.009284
288,'2025/11/19 16:32:05:412',35,0.250251,0.118857,0.000001,0.352088,0.403569,-0.126284,0.195057,0.551857,-0.127385,0.151849,0.5554,-0.101637,0.110749,0.513038,-0.080844,0.078356,0.443312,-0.06149,0,-0.002628,0.009284
289,'2025/11/19 16:32:05:478',35,0.24913,0.121177,0.000001,0.353072,0.406409,-0.1258,0.194479,0.553183,-0.124268,0.14994,0.558276,-0.100861,0.109048,0.513992,-0.080434,0.074931,0.445093,-0.061836,0,-0.002628,0.009284
290,'2025/11/19 16:32:05:540',35,0.249178,0.118906,0.000001,0.35068,0.405264,-0.120502,0.194872,0.551415,-0.121946,0.150387,0.556567,-0.099597,0.10965,0.51386,-0.079711,0.075501,0.444881,-0.060421,0,-0.002628,0.009284
291,'2025/11/19 16:32:06:554',36,0.557976,0.134323,0.000001,0.751968,0.34741,-0.078473,0.62793,0.570102,-0.104072,0.58214,0.596625,-0.110021,0.529027,0.56418,-0.105413,0.494022,0.51127,-0.102983,0,-0.002628,0.009284
292,'2025/11/19 16:32:06:631',36,0.553751,0.131018,0.000001,0.746274,0.344687,-0.078355,0.623159,0.563607,-0.105203,0.57722,0.588368,-0.110758,0.522958,0.558898,-0.106634,0.488708,0.502682,-0.103857,0,-0.002628,0.009284
293,'2025/11/19 16:32:06:700',36,0.551185,0.131423,0.000001,0.73919,0.348996,-0.076012,0.617544,0.562771,-0.101127,0.571482,0.587508,-0.105626,0.518295,0.559896,-0.102877,0.484831,0.500892,-0.099961,0,-0.002628,0.009284
294,'2025/11/19 16:32:06:767',36,0.549278,0.12926,0.000001,0.736145,0.351134,-0.074668,0.612266,0.561843,-0.099502,0.565844,0.586522,-0.105586,0.514594,0.558344,-0.102669,0.479333,0.500139,-0.100252,0,-0.002628,0.009284
295,'2025/11/19 16:32:06:832',36,0.547941,0.130171,0.000001,0.733974,0.350262,-0.075221,0.608114,0.560835,-0.100655,0.561613,0.586839,-0.107898,0.512587,0.5618,-0.106066,0.478656,0.501756,-0.103319,0,-0.002628,0.009284
296,'2025/11/19 16:32:07:925',37,0.564456,0.504762,0.000001,0.759333,0.757796,-0.053199,0.618806,0.973917,-0.052615,0.572758,1.008946,-0.05636,0.52265,0.962083,-0.056117,0.478862,0.915138,-0.049844,0,-0.002628,0.009284
297,'2025/11/19 16:32:08:009',37,0.56222,0.50397,0.000001,0.757657,0.757581,-0.053725,0.615521,0.972033,-0.052645,0.569815,1.012421,-0.05677,0.520439,0.961988,-0.056918,0.473586,0.913044,-0.050165,0,-0.002628,0.009284
298,'2025/11/19 16:32:08:075',37,0.562451,0.504201,0.000001,0.756188,0.760136,-0.054715,0.614575,0.97577,-0.053632,0.5662,1.01379,-0.056192,0.516939,0.963946,-0.056389,0.473232,0.914576,-0.049298,0,-0.002628,0.009284
299,'2025/11/19 16:32:08:142',37,0.562437,0.503613,0.000001,0.75569,0.760292,-0.051798,0.614792,0.973411,-0.050247,0.563628,1.00035,-0.048228,0.514791,0.961533,-0.051699,0.473626,0.912825,-0.045298,0,-0.002628,0.009284
300,'2025/11/19 16:32:09:138',38,0.813078,0.492015,0,0.998698,0.739936,-0.019176,0.879036,0.962521,-0.042252,0.836698,0.998631,-0.055819,0.783391,0.960586,-0.056159,0.748389,0.917424,-0.054124,0,-0.002628,0.009284
301,'2025/11/19 16:32:09:207',38,0.816743,0.491485,0,1.009432,0.743605,-0.019736,0.883296,0.964773,-0.038878,0.836672,0.993645,-0.050057,0.785036,0.961202,-0.051788,0.750747,0.920345,-0.051294,0,-0.002628,0.009284
302,'2025/11/19 16:32:09:274',38,0.81854,0.495515,0,1.008708,0.746123,-0.023258,0.883784,0.967335,-0.041104,0.839221,0.996594,-0.052647,0.784991,0.966484,-0.055019,0.750728,0.921983,-0.053586,0,-0.002628,0.009284
303,'2025/11/19 16:32:09:340',38,0.817893,0.497284,0,1.00917,0.744148,-0.023553,0.884601,0.972872,-0.040934,0.841164,0.998709,-0.051303,0.786618,0.968089,-0.053475,0.751309,0.923858,-0.05387,0,-0.002628,0.009284
304,'2025/11/19 16:32:10:678',39,0.796038,0.096938,0,0.970232,0.318123,-0.038196,0.857988,0.515938,-0.059055,0.817528,0.537418,-0.069807,0.770354,0.512354,-0.065265,0.742516,0.470178,-0.063389,0,-0.002628,0.009284
305,'2025/11/19 16:32:10:745',39,0.79264,0.097897,0,0.968688,0.316341,-0.037258,0.855569,0.515335,-0.058347,0.814561,0.538529,-0.070075,0.768425,0.51225,-0.065551,0.738994,0.467563,-0.06174,0,-0.002628,0.009284
306,'2025/11/19 16:32:10:814',39,0.791294,0.100027,0,0.96715,0.31695,-0.039164,0.854158,0.515803,-0.060791,0.814077,0.537947,-0.071689,0.767085,0.512963,-0.067263,0.737818,0.467348,-0.063088,0,-0.002628,0.009284
307,'2025/11/19 16:32:40:521',40,0.648469,0.607131,0.000001,0.70792,0.198006,-0.064568,0.873832,0.177107,-0.149778,0.942396,0.218417,-0.190215,0.98384,0.343921,-0.192854,0.973874,0.511947,-0.185502,0,-0.196078,-0.027503
308,'2025/11/19 16:32:40:588',40,0.646441,0.609326,0.000001,0.707814,0.199054,-0.063475,0.873962,0.18071,-0.149098,0.943792,0.222092,-0.185665,0.98532,0.347692,-0.189058,0.973516,0.513783,-0.182932,0,-0.196078,-0.027503
309,'2025/11/19 16:32:40:653',40,0.64836,0.606442,0.000001,0.708967,0.198626,-0.064768,0.874177,0.181287,-0.151517,0.944605,0.221234,-0.187494,0.985442,0.347173,-0.19003,0.972476,0.513513,-0.184206,0,-0.196078,-0.027503
310,'2025/11/19 16:32:50:329',41,0.70953,0.54463,0,0.525558,0.306145,-0.109591,0.321268,0.479074,-0.099896,0.296578,0.545682,-0.09004,0.322551,0.633806,-0.083987,0.38898,0.713449,-0.080559,0,-0.018354,0.034747
311,'2025/11/19 16:32:50:396',41,0.711022,0.544161,0,0.524039,0.305336,-0.106111,0.32209,0.478509,-0.098965,0.296533,0.546302,-0.0901,0.322138,0.633659,-0.084405,0.388987,0.713972,-0.081289,0,-0.018354,0.034747
312,'2025/11/19 16:32:50:463',41,0.710102,0.543819,0,0.525428,0.304753,-0.106719,0.322245,0.477203,-0.100466,0.296854,0.543922,-0.091681,0.322825,0.631444,-0.086237,0.38866,0.712809,-0.084081,0,-0.018354,0.034747
313,'2025/11/19 16:32:50:529',41,0.710668,0.545472,0,0.526869,0.305882,-0.108615,0.321696,0.477535,-0.100128,0.297097,0.544279,-0.090029,0.322419,0.632521,-0.08455,0.389191,0.713385,-0.081273,0,-0.018354,0.034747
314,'2025/11/19 16:33:02:088',42,0.863319,0.472419,0,0.659952,0.669368,-0.064682,0.744828,0.922045,-0.067554,0.777891,0.957894,-0.05963,0.832315,0.945604,-0.060521,0.900928,0.878614,-0.061809,0,0.021186,0.017901
315,'2025/11/19 16:33:02:155',42,0.863266,0.472662,0,0.65971,0.669872,-0.064577,0.744616,0.921488,-0.069116,0.777673,0.95922,-0.061617,0.833474,0.945359,-0.062061,0.902521,0.880525,-0.063689,0,0.021186,0.017901
316,'2025/11/19 16:33:02:220',42,0.864671,0.472911,0,0.661043,0.669714,-0.061942,0.745557,0.922372,-0.068643,0.778699,0.959646,-0.061547,0.833243,0.947745,-0.06342,0.901707,0.879304,-0.064997,0,0.021186,0.017901
317,'2025/11/19 16:33:15:055',43,0.521791,0.530695,0,0.267264,0.522166,-0.018042,0.080356,0.589738,-0.037629,0.045789,0.610932,-0.069744,0.07879,0.63256,-0.091861,0.149696,0.702582,-0.098224,0,-0.089267,-0.554202
318,'2025/11/19 16:33:15:122',43,0.524284,0.530666,0,0.264634,0.52134,-0.015182,0.07925,0.589047,-0.037535,0.045241,0.610675,-0.069756,0.075912,0.632792,-0.091559,0.148129,0.703951,-0.098444,0,-0.089267,-0.554202
319,'2025/11/19 16:33:29:098',44,0.820905,0.597004,0,0.606598,0.824254,-0.000081,0.449341,0.617754,-0.01257,0.450682,0.498111,-0.023076,0.49342,0.446749,-0.026628,0.549253,0.418175,-0.026928,-0.02846,0,0
320,'2025/11/19 16:33:29:167',44,0.822215,0.598147,0,0.607914,0.825196,0.00475,0.451974,0.618218,-0.008554,0.451148,0.502675,-0.020059,0.493505,0.448054,-0.024525,0.549022,0.415286,-0.025831,-0.02846,0,0
321,'2025/11/19 16:33:29:233',44,0.823149,0.599043,0,0.608386,0.826143,-0.000922,0.452025,0.620419,-0.014488,0.450224,0.508179,-0.02506,0.492297,0.448895,-0.028531,0.547312,0.416071,-0.030594,-0.02846,0,0
322,'2025/11/19 16:33:29:302',44,0.821707,0.599926,0,0.608181,0.826811,0.002396,0.453884,0.62229,-0.01131,0.449361,0.508037,-0.022306,0.493307,0.449163,-0.026093,0.547145,0.419358,-0.027478,-0.02846,0,0
323,'2025/11/19 16:33:42:202',45,0.765537,0.461924,-0.000001,0.578858,0.663746,-0.003188,0.449919,0.660413,-0.054411,0.435172,0.594428,-0.063913,0.447785,0.562057,-0.074502,0.4945,0.568326,-0.082633,-0.340243,0,-0.085926
324,'2025/11/19 16:33:42:300',45,0.766946,0.461635,-0.000001,0.576517,0.658309,-0.001146,0.449935,0.6608,-0.052957,0.434359,0.598658,-0.061603,0.448497,0.565501,-0.072279,0.499514,0.56875,-0.079318,-0.340243,0,-0.085926
325,'2025/11/19 16:34:02:966',46,0.866174,0.267383,0.000001,0.838525,0.580612,-0.02899,0.791971,0.704179,-0.039992,0.78307,0.717606,-0.032352,0.781918,0.707054,-0.027789,0.794864,0.652421,-0.019625,1,-0.004555,0.005031
326,'2025/11/19 16:34:03:031',46,0.868387,0.271864,0.000001,0.83851,0.582925,-0.042984,0.792581,0.704851,-0.042697,0.780568,0.716632,-0.02639,0.781718,0.704561,-0.015678,0.794836,0.656769,0.000035,1,-0.004555,0.005031
327,'2025/11/19 16:34:03:094',46,0.865624,0.266947,0.000001,0.837925,0.584561,-0.040547,0.791212,0.706879,-0.048035,0.783584,0.716897,-0.031834,0.781323,0.704268,-0.02173,0.792139,0.646927,-0.007061,1,-0.004555,0.005031
